일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
2018-10-23 13:00,18.1,306.6,1.9,0,61.7
2018-10-23 14:00,19.5,244.7,2.1,0,56.8
2018-10-23 15:00,19.6,258,2.3,0,59.8
2018-10-23 16:00,18.9,248.7,2.7,0,59.9
2018-10-23 17:00,17.7,241.3,2,0,65.6
2018-10-23 18:00,16.4,220.2,2,0,76.1
2018-10-23 19:00,15.2,185.7,0.7,0,84.2
2018-10-23 20:00,14.1,174.7,0.9,0,89.7
2018-10-23 21:00,13.1,0,0,0,80
2018-10-23 22:00,12.1,125,0.9,0,76.8
2018-10-23 23:00,11.6,0,0,0,77.5
2018-10-24 0:00,10.7,0,0,0,85.1
2018-10-24 1:00,10.1,0,0,0,88.2
2018-10-24 2:00,9.4,0,0,0,90.5
2018-10-24 3:00,9.1,0,0,0,92.5
2018-10-24 4:00,8.4,0,0,0,93.6
2018-10-24 5:00,8.4,0,0,0,92.7
2018-10-24 6:00,8.4,0,0,0,92.5
2018-10-24 7:00,8,0,0,0,93.7
2018-10-24 8:00,8.6,0,0,0,89.6
2018-10-24 9:00,12.3,0,0.3,0,77.2
2018-10-24 10:00,14.7,0,0.4,0,63.5
2018-10-24 11:00,15.7,61.3,1.8,0,52.5
2018-10-24 12:00,16.8,31.2,1.6,0,49.8
2018-10-24 13:00,17.2,340.2,1.6,0,46.8
2018-10-24 14:00,18,328.7,1.8,0,42.2
2018-10-24 15:00,18.6,84.7,1.1,0,44.6
2018-10-24 16:00,18.2,11.1,1.6,0,46.7
2018-10-24 17:00,17.4,46.7,1.7,0,52.1
2018-10-24 18:00,15.5,109.6,1.3,0,60.1
2018-10-24 19:00,14.1,117.2,1,0,65.7
2018-10-24 20:00,12.7,0,0.4,0,71.3
2018-10-24 21:00,12.3,0,0.4,0,74.2
2018-10-24 22:00,11.7,0,0.1,0,78.1
2018-10-24 23:00,10.4,0,0,0,83.7
2018-10-25 0:00,9.7,0,0.1,0,86.8
2018-10-25 1:00,8.6,0,0,0,89
2018-10-25 2:00,8.3,0,0,0,89.7
2018-10-25 3:00,7.8,0,0,0,91.3
2018-10-25 4:00,7.4,0,0,0,92
2018-10-25 5:00,7.1,0,0,0,91.9
2018-10-25 6:00,6.8,0,0,0,92.3
2018-10-25 7:00,6.3,0,0,0,93
2018-10-25 8:00,7.3,0,0,0,91.3
2018-10-25 9:00,9.5,0,0,0,84.6
2018-10-25 10:00,13,339.1,0.6,0,73.7
2018-10-25 11:00,15,342.6,1.3,0,62
2018-10-25 12:00,17.2,25.1,1.6,0,53
2018-10-25 13:00,20.1,36.5,1.5,0,39.3
2018-10-25 14:00,20.8,100.9,1.6,0,31.4
2018-10-25 15:00,21,27.7,2.2,0,29
2018-10-25 16:00,21.5,166,1,0,30.3
2018-10-25 17:00,19.8,124.5,0.7,0,39.7
2018-10-25 18:00,16.4,116.8,1.8,0,46.6
2018-10-25 19:00,15.3,119,0.8,0,46.8
2018-10-25 20:00,13.9,0,0.1,0,50.7
2018-10-25 21:00,12.2,0,0.1,0,61
2018-10-25 22:00,11.5,0,0.2,0,64.8
2018-10-25 23:00,10.7,0,0.1,0,67.8
2018-10-26 0:00,10.9,0,0.3,0,66.8
2018-10-26 1:00,10.7,257.3,0.7,0,68.3
2018-10-26 2:00,10.6,0,0.3,0,69.6
2018-10-26 3:00,10.9,0,0.2,0,68.4
2018-10-26 4:00,11.1,239.9,0.5,0,71.4
2018-10-26 5:00,11.7,297.7,1,0,68.2
2018-10-26 6:00,11.3,333,0.8,0,74.4
2018-10-26 7:00,10.7,0,0.1,0,88.4
2018-10-26 8:00,11.2,0,0,0,88
2018-10-26 9:00,11.5,0,0.2,0,85.3
2018-10-26 10:00,12.1,0,0.1,0,86.1
2018-10-26 11:00,12.1,0,0.1,0.5,89.7
2018-10-26 12:00,12.1,0,0.1,1,96.8
2018-10-26 13:00,12.3,94.5,0.5,3.5,98.8
2018-10-26 14:00,13.3,0,0,3,99.9
2018-10-26 15:00,13.4,0,0.3,1,99.1
2018-10-26 16:00,13.5,0,0.1,6,99.9
2018-10-26 17:00,13.6,0,0.1,2,99.9
2018-10-26 18:00,13.3,275.7,0.6,0,94.7
2018-10-26 19:00,11.5,201.2,0.5,0,96
2018-10-26 20:00,11.9,222.3,0.7,0,93.6
2018-10-26 21:00,11.7,229.3,0.6,0,91.2
2018-10-26 22:00,12.4,292.4,1.3,0,69
2018-10-26 23:00,11.5,234.2,1.4,0,74.2
2018-10-27 0:00,11.1,226.7,2.3,0,70.6
2018-10-27 1:00,9.9,207.7,2.1,0,74.8
2018-10-27 2:00,9.4,212.5,2,0,75.5
2018-10-27 3:00,9.8,228.7,0.9,0,75.3
2018-10-27 4:00,9.8,216.6,2.1,0,71.7
2018-10-27 5:00,9.4,204.7,2.3,0,73.1
2018-10-27 6:00,9.3,241.6,1,0,76.8
2018-10-27 7:00,8.6,216.3,2.2,0.5,83.5
2018-10-27 8:00,9.2,209.2,2.8,0,79.3
2018-10-27 9:00,11.6,222.4,2.7,0,71.1
2018-10-27 10:00,13.2,287.1,2.6,0,47.8
2018-10-27 11:00,13.6,292.7,2.7,0,43.6
2018-10-27 12:00,13.3,284.1,3.2,0,39.8
2018-10-27 13:00,13.6,279.8,3.6,0,40.1
2018-10-27 14:00,14.1,295,3.1,0,39.9
2018-10-27 15:00,13.6,290.6,3.2,0,40.3
2018-10-27 16:00,13.8,289.4,2.4,0,42.2
2018-10-27 17:00,12.3,291.5,2.8,0,43
2018-10-27 18:00,10.8,282.5,1.6,0,48
2018-10-27 19:00,10.2,261.3,1.8,0,49.5
2018-10-27 20:00,9.5,273.9,1.3,0,53.4
2018-10-27 21:00,9.1,268.7,1.1,0,55.2
2018-10-27 22:00,8.3,218.1,1.1,0,61
2018-10-27 23:00,8,227,1.2,0,61.3
2018-10-28 0:00,8.3,232.4,1.1,0,61.4
2018-10-28 1:00,9,223,1.2,0,59.7
2018-10-28 2:00,7.5,0,0.4,0,72.4
2018-10-28 3:00,7.5,337,0.7,0,74.1
2018-10-28 4:00,6.9,2.6,0.5,0,77.3
2018-10-28 5:00,6.7,0,0.3,0,79.6
2018-10-28 6:00,6.3,309.6,0.5,0,82.2
2018-10-28 7:00,6.9,0,0.1,0,80.9
2018-10-28 8:00,7.8,205.2,0.5,0,77.4
2018-10-28 9:00,13.2,192.9,3,0,52
2018-10-28 10:00,15.1,231.4,2.5,0,48.6
2018-10-28 11:00,10.4,339.3,3.1,0,76.5
2018-10-28 12:00,12.2,180.7,1,0,71.7
2018-10-28 13:00,16.3,227.6,3.2,0,55.3
2018-10-28 14:00,16.9,239.6,4.1,0,50.5
2018-10-28 15:00,10.8,227.9,3.1,6.5,88.7
2018-10-28 16:00,10.9,221.6,3.1,5,91
2018-10-28 17:00,11.2,213.1,2.3,2,91
2018-10-28 18:00,11.1,199.8,2.2,0,89.6
2018-10-28 19:00,10.6,0,0.2,0,92.4
2018-10-28 20:00,10.5,0,0.4,0,95.6
2018-10-28 21:00,10.9,212.2,1.6,0,77.9
2018-10-28 22:00,10.4,225.1,1.6,0,75.9
2018-10-28 23:00,9.7,240.2,0.8,0,81.5
2018-10-29 0:00,8.6,0,0.4,0,85.5
2018-10-29 1:00,8,0,0,0,88.1
2018-10-29 2:00,7.2,0,0.2,0,96
2018-10-29 3:00,7.3,0,0.1,0,95.4
2018-10-29 4:00,6.9,0,0,0,95.9
2018-10-29 5:00,7.3,0,0,0,92.8
2018-10-29 6:00,7.1,0,0,0,96.2
2018-10-29 7:00,6.9,0,0,0,97.1
2018-10-29 8:00,7.8,0,0,0,94.2
2018-10-29 9:00,9.7,0,0,0,87.8
2018-10-29 10:00,11.2,204.6,1.2,0,75
2018-10-29 11:00,11.1,236.6,0.6,0,78.2
2018-10-29 12:00,11.4,317.3,0.5,0,79.5
2018-10-29 13:00,12.1,278.7,0.7,0.5,69.8
2018-10-29 14:00,14.2,260.7,1.1,0,62.3
2018-10-29 15:00,14.4,248.1,1.9,0,60
2018-10-29 16:00,13.8,250.4,1.4,0,63.5
2018-10-29 17:00,12.9,293.3,2.4,0,54.4
2018-10-29 18:00,11.7,265.8,1.7,0,59.2
2018-10-29 19:00,10.6,273.4,0.7,0,62.7
2018-10-29 20:00,9.2,0,0.4,0,74.7
2018-10-29 21:00,9.1,214.5,0.8,0,70.5
2018-10-29 22:00,9.4,251,1,0,65.8
2018-10-29 23:00,9.4,272.2,1.9,0,60.3
2018-10-30 0:00,8.3,346.9,2,0,65.1
2018-10-30 1:00,7.4,351.3,1.9,0,65.3
2018-10-30 2:00,6.7,332.8,2,0,63.9
2018-10-30 3:00,5.8,333,0.9,0,64.5
2018-10-30 4:00,4.3,136.2,0.9,0,73.3
2018-10-30 5:00,3.7,128,0.9,0,73.5
2018-10-30 6:00,2.9,122,0.8,0,76.1
2018-10-30 7:00,2.5,0,0.1,0,76.5
2018-10-30 8:00,3.1,0,0,0,71.1
2018-10-30 9:00,5.9,0,0.3,0,59.7
2018-10-30 10:00,8.6,0,0.4,0,42.8
2018-10-30 11:00,9.4,307.5,1.5,0,47.3
2018-10-30 12:00,10.4,292.4,1.5,0,43.7
2018-10-30 13:00,11.4,287.1,1.3,0,43.1
2018-10-30 14:00,11.1,331.8,1.7,0,42.8
2018-10-30 15:00,11.9,339.4,1.8,0,42.5
2018-10-30 16:00,11.8,324.5,1.7,0,41.1
2018-10-30 17:00,11.2,272.9,1.4,0,43.1
2018-10-30 18:00,9.7,231.2,0.8,0,52.9
2018-10-30 19:00,7.9,124.7,0.9,0,62.7
2018-10-30 20:00,7.4,0,0.1,0,67.6
2018-10-30 21:00,6.8,120.5,0.5,0,69.2
2018-10-30 22:00,5.8,0,0,0,75.5
2018-10-30 23:00,5.2,324.4,0.8,0,78.8
2018-10-31 0:00,4.7,0,0.2,0,82
2018-10-31 1:00,4.1,0,0,0,83.7
2018-10-31 2:00,4.4,0,0.1,0,82.4
2018-10-31 3:00,4.7,0,0.2,0,80.7
2018-10-31 4:00,5.1,0,0.2,0,77.9
2018-10-31 5:00,5.3,142.6,0.6,0,82.3
2018-10-31 6:00,5.5,0,0.4,0,80.5
2018-10-31 7:00,5.8,0,0.4,0,79.1
2018-10-31 8:00,6.3,265.4,0.5,0,78.7
2018-10-31 9:00,8.1,255.9,0.6,0,70.5
2018-10-31 10:00,9.4,283.6,0.7,0,61.2
2018-10-31 11:00,11.1,128.4,1.2,0,53.5
2018-10-31 12:00,12.4,119.7,0.8,0,47.1
2018-10-31 13:00,13,348.3,1.4,0,45.3
2018-10-31 14:00,14.7,228.7,2,0,41.4
2018-10-31 15:00,14,285.4,1.3,0,39.8
2018-10-31 16:00,14.4,279.4,1.6,0,35.4
2018-10-31 17:00,12.4,309,1.4,0,40.7
2018-10-31 18:00,11.3,318.2,1.6,0,45.8
2018-10-31 19:00,10.2,41.2,1.3,0,51.3
2018-10-31 20:00,9,29.9,1.5,0,59.2
2018-10-31 21:00,7.4,119.2,0.8,0,66.9
2018-10-31 22:00,6.1,0,0.1,0,74.9
2018-10-31 23:00,5.3,0,0,0,80.4
2018-11-01 0:00,4.6,0,0.1,0,83.1
2018-11-01 1:00,4.1,0,0.1,0,84.7
2018-11-01 2:00,3.7,0,0,0,86.7
2018-11-01 3:00,3.2,0,0,0,88.4
2018-11-01 4:00,2.8,0,0.2,0,88.5
2018-11-01 5:00,2.7,0,0,0,91
2018-11-01 6:00,2,0,0,0,91.1
2018-11-01 7:00,1.9,0,0,0,91.9
2018-11-01 8:00,2.4,0,0.3,0,89.1
2018-11-01 9:00,5.2,323.6,0.5,0,82.1
2018-11-01 10:00,9.9,0,0.3,0,66.3
2018-11-01 11:00,11,288,0.8,0,51.5
2018-11-01 12:00,12.7,252.6,1.2,0,47.1
2018-11-01 13:00,12.9,17.9,1,0,40.7
2018-11-01 14:00,13.9,356.7,1.6,0,38.4
2018-11-01 15:00,15,320.4,1.8,0,35.6
2018-11-01 16:00,15.2,10.2,1.2,0,33.2
2018-11-01 17:00,14.3,352.3,1.5,0,31.9
2018-11-01 18:00,11.2,117.3,1.2,0,45.3
2018-11-01 19:00,10.2,0,0.3,0,47.3
2018-11-01 20:00,9.1,0,0.1,0,54.5
2018-11-01 21:00,7.5,0,0,0,62.4
2018-11-01 22:00,6.6,0,0.1,0,69.7
2018-11-01 23:00,6,0,0,0,72.5
2018-11-02 0:00,5,0,0,0,76.3
2018-11-02 1:00,4.3,0,0,0,79.6
2018-11-02 2:00,4,0,0,0,81.3
2018-11-02 3:00,3.7,0,0,0,83.3
2018-11-02 4:00,2.9,0,0,0,85.2
2018-11-02 5:00,2.6,0,0,0,86.7
2018-11-02 6:00,2.5,0,0,0,87.8
2018-11-02 7:00,2.1,0,0,0,89.1
2018-11-02 8:00,3,0,0,0,87
2018-11-02 9:00,6.4,0,0.4,0,74
2018-11-02 10:00,9.7,303.5,0.5,0,61.4
2018-11-02 11:00,13.1,25.4,1,0,49.4
2018-11-02 12:00,14.8,17.3,1.6,0,39.2
2018-11-02 13:00,16.4,72.2,0.7,0,36.2
2018-11-02 14:00,17.6,23.9,1.2,0,33.4
2018-11-02 15:00,17.7,32.5,1.2,0,29.7
2018-11-02 16:00,18,310.2,0.7,0,29.6
2018-11-02 17:00,16.3,273.9,0.6,0,37.3
2018-11-02 18:00,13.1,114,1.6,0,45.5
2018-11-02 19:00,12.2,0,0.4,0,51
2018-11-02 20:00,10.4,0,0,0,59.9
2018-11-02 21:00,9.1,0,0.1,0,66.3
2018-11-02 22:00,7.9,0,0.3,0,69.5
2018-11-02 23:00,7.1,0,0.2,0,74.7
2018-11-03 0:00,6.5,0,0,0,77.9
2018-11-03 1:00,6.1,0,0,0,80
2018-11-03 2:00,5.1,0,0.3,0,82.5
2018-11-03 3:00,4.9,0,0,0,85.8
2018-11-03 4:00,4.1,0,0,0,87.6
2018-11-03 5:00,4.3,0,0,0,86.7
2018-11-03 6:00,3.6,0,0,0,89.4
2018-11-03 7:00,3.2,0,0,0,89.8
2018-11-03 8:00,4,0,0,0,88.3
2018-11-03 9:00,7.6,0,0,0,75.7
2018-11-03 10:00,10.4,0,0.3,0,64.1
2018-11-03 11:00,13.4,297.2,0.7,0,55.2
2018-11-03 12:00,16.2,344.1,0.8,0,45.2
2018-11-03 13:00,17.4,347.4,1.4,0,32.7
2018-11-03 14:00,19.1,349.8,1.1,0,31
2018-11-03 15:00,18.8,312.9,0.6,0,24.2
2018-11-03 16:00,18,329.8,1.7,0,30.4
2018-11-03 17:00,16.5,116.4,1,0,37.8
2018-11-03 18:00,14.1,119.4,1.1,0,40.7
2018-11-03 19:00,12.1,0,0,0,46.8
2018-11-03 20:00,11.1,337.8,0.8,0,56.1
2018-11-03 21:00,10.4,96.8,0.6,0,57.3
2018-11-03 22:00,8.8,0,0,0,67.6
2018-11-03 23:00,7.7,0,0.3,0,72.9
2018-11-04 0:00,7.1,0,0,0,76.2
2018-11-04 1:00,6.5,0,0,0,78.3
2018-11-04 2:00,5.9,0,0,0,81.2
2018-11-04 3:00,5.2,0,0,0,83.3
2018-11-04 4:00,4.9,0,0,0,85.1
2018-11-04 5:00,4.4,0,0.1,0,86.5
2018-11-04 6:00,4.3,0,0,0,86.8
2018-11-04 7:00,4.2,0,0,0,87.1
2018-11-04 8:00,4.8,0,0.1,0,87.4
2018-11-04 9:00,7,203.4,0.6,0,75.7
2018-11-04 10:00,10.7,248.5,0.8,0,64.3
2018-11-04 11:00,13.9,352,0.7,0,57.2
2018-11-04 12:00,16.3,25.4,0.7,0,46.2
2018-11-04 13:00,16.6,24.4,1.1,0,43.9
2018-11-04 14:00,18.1,337,1,0,36.3
2018-11-04 15:00,18.3,27.9,1.1,0,34.8
2018-11-04 16:00,18,352.5,0.9,0,34.6
2018-11-04 17:00,16,130,1,0,42.4
2018-11-04 18:00,13.8,123.6,1.1,0,45.7
2018-11-04 19:00,12.1,0,0.3,0,55.9
2018-11-04 20:00,10.9,0,0.1,0,59.6
2018-11-04 21:00,9.7,0,0,0,65.5
2018-11-04 22:00,8.8,0,0.2,0,71.6
2018-11-04 23:00,7.9,0,0.3,0,74.9
2018-11-05 0:00,6.9,0,0,0,80
2018-11-05 1:00,6.1,0,0,0,82.3
2018-11-05 2:00,5.9,0,0,0,83.4
2018-11-05 3:00,5.8,0,0,0,84.7
2018-11-05 4:00,5.1,0,0,0,85.9
2018-11-05 5:00,4.7,313.4,0.5,0,87.1
2018-11-05 6:00,4.4,0,0,0,88.8
2018-11-05 7:00,4.2,0,0.3,0,88.8
2018-11-05 8:00,5.3,0,0,0,85.5
2018-11-05 9:00,8.9,0,0.1,0,73.9
2018-11-05 10:00,10.7,320.1,0.5,0,67
2018-11-05 11:00,13.6,312.2,1.2,0,62
2018-11-05 12:00,15.7,70.6,1.1,0,53.8
2018-11-05 13:00,16.9,318.7,1.3,0,46.8
2018-11-05 14:00,17.8,7.1,1.5,0,43.8
2018-11-05 15:00,17.2,332.4,2.2,0,42.6
2018-11-05 16:00,17.4,341.8,1.4,0,39.2
2018-11-05 17:00,16.8,40.3,1.2,0,37.1
2018-11-05 18:00,13.9,124.7,1,0,46.2
2018-11-05 19:00,12.7,114.5,1.1,0,51.6
2018-11-05 20:00,12.5,100.8,0.9,0,57.6
2018-11-05 21:00,11.1,0,0.1,0,66.6
2018-11-05 22:00,9.6,0,0,0,72.4
2018-11-05 23:00,8.8,0,0.1,0,75.9
2018-11-06 0:00,8.1,0,0.3,0,80.3
2018-11-06 1:00,7.9,0,0.4,0,82.3
2018-11-06 2:00,7.4,0,0,0,83.7
2018-11-06 3:00,6.5,0,0,0,88
2018-11-06 4:00,6.2,0,0.1,0,88.4
2018-11-06 5:00,6,0,0.3,0,89.1
2018-11-06 6:00,5.4,0,0,0,90.5
2018-11-06 7:00,5.4,0,0,0,90.3
2018-11-06 8:00,6.5,298.2,0.5,0,87
2018-11-06 9:00,8.6,0,0.3,0,79.4
2018-11-06 10:00,10.9,0,0.3,0,67.4
2018-11-06 11:00,13.1,0,0.3,0,60
2018-11-06 12:00,14.6,0,0.3,0,54.6
2018-11-06 13:00,17.6,303.6,0.7,0,48
2018-11-06 14:00,18.2,329.7,1,0,40
2018-11-06 15:00,18.8,319.8,0.7,0,40.7
2018-11-06 16:00,18.2,317.8,0.6,0,42.1
2018-11-06 17:00,17.4,335.3,1,0,46
2018-11-06 18:00,15,111.3,1.4,0,55.1
2018-11-06 19:00,13.7,114.2,1,0,57.8
2018-11-06 20:00,12.8,26.2,0.6,0,63.7
2018-11-06 21:00,12.6,0,0,0,65.9
2018-11-06 22:00,11.9,0,0,0,70.8
2018-11-06 23:00,11.7,0,0,0,72.9
2018-11-07 0:00,11.5,0,0,0,74.8
2018-11-07 1:00,11.5,0,0.1,0,76.2
2018-11-07 2:00,11.7,0,0,0,79.3
2018-11-07 3:00,11.1,0,0,0,79
2018-11-07 4:00,11.2,0,0,0,78.7
2018-11-07 5:00,11,0,0.1,0,84.6
2018-11-07 6:00,11.4,133.7,0.5,0,94.2
2018-11-07 7:00,10.6,0,0,0,96.2
2018-11-07 8:00,10.7,0,0.1,0.5,96.6
2018-11-07 9:00,11.6,0,0.1,0,94.4
2018-11-07 10:00,11.9,0,0,0,95.6
2018-11-07 11:00,12.3,0,0.3,0,91.9
2018-11-07 12:00,13.2,0,0.2,0,87.1
2018-11-07 13:00,13.5,0,0.2,0,85.7
2018-11-07 14:00,13.7,192.3,0.5,0,85.5
2018-11-07 15:00,14,0,0.4,0,86
2018-11-07 16:00,13.8,0,0.2,0.5,90.4
2018-11-07 17:00,13.6,0,0.2,0,93
2018-11-07 18:00,13.5,0,0,0,95.7
2018-11-07 19:00,13.5,0,0.1,0,96.8
2018-11-07 20:00,13.4,0,0,0,97.7
2018-11-07 21:00,13.4,0,0,0,97.7
2018-11-07 22:00,13.3,0,0,0,98
2018-11-07 23:00,13.4,0,0,0,97.9
2018-11-08 0:00,13.2,0,0,0,98.4
2018-11-08 1:00,12.8,0,0,0.5,99.7
2018-11-08 2:00,12.7,0,0.1,0,99.9
2018-11-08 3:00,12.7,0,0.3,0,99.9
2018-11-08 4:00,12.8,0,0,0,99.9
2018-11-08 5:00,12.7,0,0,0.5,99.9
2018-11-08 6:00,12.7,0,0,1,99.9
2018-11-08 7:00,13.6,0,0.2,0.5,96.3
2018-11-08 8:00,13.7,0,0.1,0.5,94.9
2018-11-08 9:00,14.1,125.3,0.8,0.5,92.3
2018-11-08 10:00,14.1,0,0.4,2.5,96.6
2018-11-08 11:00,14.5,120.1,1.6,5,94.1
2018-11-08 12:00,15,111.4,2,0,91.5
2018-11-08 13:00,15.4,114.2,2.5,0,88.4
2018-11-08 14:00,15,0,0.2,0,95.2
2018-11-08 15:00,14.8,0,0,0.5,98.4
2018-11-08 16:00,14.7,0,0,1,99.1
2018-11-08 17:00,14.8,0,0,2.5,99.9
2018-11-08 18:00,15,0,0,3.5,99.9
2018-11-08 19:00,16,0,0,8.5,99.9
2018-11-08 20:00,16.4,235.5,2.8,5,99.4
2018-11-08 21:00,15.6,221.3,3.9,2.5,91.8
2018-11-08 22:00,15.2,239.2,3.4,0.5,83.5
2018-11-08 23:00,13.9,218.2,3,0.5,86.1
2018-11-09 0:00,13.5,237.8,2.7,0,91
2018-11-09 1:00,12.8,237.7,3.2,0,88.7
2018-11-09 2:00,12.3,238,2,0,89.1
2018-11-09 3:00,12.3,238.8,2.2,0,85.3
2018-11-09 4:00,12.3,237.2,1.8,0,84.5
2018-11-09 5:00,12.1,238.6,2.7,0,81.8
2018-11-09 6:00,11.7,229.5,2.3,0,83.8
2018-11-09 7:00,11.9,241.2,2.9,0,78.6
2018-11-09 8:00,12,235.1,1.5,0,77.6
2018-11-09 9:00,12.1,238.2,1.7,0,76.7
2018-11-09 10:00,11.7,302,1.6,0,80.8
2018-11-09 11:00,11.8,271,0.9,0,81.3
2018-11-09 12:00,11.6,206.4,2.2,0,81.8
2018-11-09 13:00,12.7,224.6,2.2,0,71.8
2018-11-09 14:00,13.5,242.7,2.6,0,70
2018-11-09 15:00,14.2,239.6,2.8,0,65.1
2018-11-09 16:00,14.2,253.5,1.9,0,67.6
2018-11-09 17:00,13.9,258.1,1.8,0,64.1
2018-11-09 18:00,12.6,238.3,1.9,0,69.2
2018-11-09 19:00,11.2,195.1,0.8,0,77.4
2018-11-09 20:00,11,177.1,1.1,0,80.8
2018-11-09 21:00,9.8,0,0,0,87.5
2018-11-09 22:00,9.2,0,0,0,92.2
2018-11-09 23:00,8.6,0,0,0,94.3
2018-11-10 0:00,8,0,0,0,96.4
2018-11-10 1:00,7.7,0,0,0,95.9
2018-11-10 2:00,7.5,0,0,0,97.1
2018-11-10 3:00,7.1,0,0,0,97.9
2018-11-10 4:00,7.2,0,0,0,96.9
2018-11-10 5:00,7.7,0,0,0,95.8
2018-11-10 6:00,6.8,0,0,0,97.4
2018-11-10 7:00,6.6,0,0,0,98
2018-11-10 8:00,7.4,0,0,0,97.9
2018-11-10 9:00,9.9,0,0,0,87.6
2018-11-10 10:00,12.6,313.7,0.8,0,77.7
2018-11-10 11:00,15.1,247.7,1.6,0,71
2018-11-10 12:00,16.1,257.8,2.3,0,67.5
2018-11-10 13:00,16.4,262,1.8,0,65.6
2018-11-10 14:00,17.3,256.3,1.8,0,58.9
2018-11-10 15:00,18.5,251,2.1,0,56
2018-11-10 16:00,17.1,233.8,1.2,0,59.8
2018-11-10 17:00,16,233.1,2.6,0,65
2018-11-10 18:00,14.3,213,1.4,0,71.5
2018-11-10 19:00,13.5,187.1,1.3,0,76.6
2018-11-10 20:00,12.5,0,0.1,0,82.2
2018-11-10 21:00,11.2,0,0.4,0,89.6
2018-11-10 22:00,10.8,0,0,0,92.6
2018-11-10 23:00,9.5,0,0,0,96
2018-11-11 0:00,8.9,0,0,0,97.1
2018-11-11 1:00,8.3,0,0,0,97.8
2018-11-11 2:00,8.2,0,0,0,98.2
2018-11-11 3:00,8.4,0,0,0,97.6
2018-11-11 4:00,8.8,0,0,0,96.4
2018-11-11 5:00,8.6,0,0,0,99.2
2018-11-11 6:00,8.6,0,0,0,99.8
2018-11-11 7:00,8.6,0,0,0,99.5
2018-11-11 8:00,8.7,0,0.3,0,98.5
2018-11-11 9:00,9,0,0,0,97.2
2018-11-11 10:00,9.7,286.8,0.6,0,93
2018-11-11 11:00,10.7,316.4,1.1,0,87
2018-11-11 12:00,11.3,215.8,0.6,0,83.3
2018-11-11 13:00,11.7,293.4,1,0,82.9
2018-11-11 14:00,11.7,83.6,0.5,0,83.2
2018-11-11 15:00,12,0,0.3,0,78.4
2018-11-11 16:00,12.4,345.4,1.1,0,66.2
2018-11-11 17:00,11.7,337.5,1.9,0,75.4
2018-11-11 18:00,11.4,343.3,1.2,0,73
2018-11-11 19:00,11.2,346.5,0.8,0,72.2
2018-11-11 20:00,11.2,42.6,0.8,0,73.8
2018-11-11 21:00,10.8,0,0.2,0,77.7
2018-11-11 22:00,10.7,0,0,0,77.2
2018-11-11 23:00,10.5,333.7,1.9,0,81.9
2018-11-12 0:00,10.3,358,1.1,0,79.4
2018-11-12 1:00,10.3,339.1,0.8,0,77.8
2018-11-12 2:00,10,354.6,0.7,0,77.4
2018-11-12 3:00,9.3,5.8,0.9,0,73.3
2018-11-12 4:00,8.2,339.8,1,0,74.6
2018-11-12 5:00,7.7,11.7,0.9,0,72.6
2018-11-12 6:00,6.6,106.8,0.6,0,74.8
2018-11-12 7:00,6.1,111.1,0.9,0,71.8
2018-11-12 8:00,6.3,0,0,0,74.4
2018-11-12 9:00,8.1,0,0,0,67
2018-11-12 10:00,9.7,349.4,1.5,0,49.1
2018-11-12 11:00,11,16.6,1.6,0,41.3
2018-11-12 12:00,13,347.6,0.5,0,37.8
2018-11-12 13:00,13.5,320.8,1.5,0,39.2
2018-11-12 14:00,13.8,65,1.1,0,36.7
2018-11-12 15:00,13.7,329.9,2,0,37
2018-11-12 16:00,13.7,328,1.9,0,38.2
2018-11-12 17:00,12.9,334.8,1.2,0,37.5
2018-11-12 18:00,10.8,110.5,1,0,47.3
2018-11-12 19:00,10.5,87.5,0.9,0,49.4
2018-11-12 20:00,9.6,0,0.4,0,56.2
2018-11-12 21:00,8.6,139.7,0.8,0,63.1
2018-11-12 22:00,8.1,98.6,1,0,66.4
2018-11-12 23:00,7.6,111.4,0.9,0,70.9
2018-11-13 0:00,5.8,0,0,0,79.3
2018-11-13 1:00,4.9,0,0,0,82
2018-11-13 2:00,4.5,0,0,0,83.6
2018-11-13 3:00,4.1,0,0,0,86.2
2018-11-13 4:00,3.7,0,0,0,87.9
2018-11-13 5:00,3.3,0,0,0,88.5
2018-11-13 6:00,3.7,0,0,0,87
2018-11-13 7:00,3.5,0,0,0,87.7
2018-11-13 8:00,4.3,0,0,0,86.3
2018-11-13 9:00,6.2,0,0,0,79
2018-11-13 10:00,8.9,197.7,0.7,0,68.8
2018-11-13 11:00,11.1,313.8,0.6,0,61.3
2018-11-13 12:00,12.6,322,1.4,0,61.7
2018-11-13 13:00,14.4,312.4,1.5,0,57.1
2018-11-13 14:00,14.1,324.9,1.6,0,55.3
2018-11-13 15:00,15.1,329.2,0.9,0,51.6
2018-11-13 16:00,15.1,265.7,1.3,0,48.7
2018-11-13 17:00,13.9,297.6,1.3,0,49.5
2018-11-13 18:00,12,116.6,0.9,0,59
2018-11-13 19:00,11.7,52.6,0.5,0,54
2018-11-13 20:00,10.2,108.4,1.3,0,59.2
2018-11-13 21:00,9.5,113.9,1.6,0,59.9
2018-11-13 22:00,8.8,123.1,0.8,0,63
2018-11-13 23:00,7.4,0,0,0,74.5
2018-11-14 0:00,6.6,0,0.1,0,79.9
2018-11-14 1:00,5.9,0,0,0,82.7
2018-11-14 2:00,5.4,0,0,0,84.2
