Datetime,SO2,CO,O3,NO2,PM10,PM25
2017073018,0.002 ,0.3 ,0.075 ,0.013 ,36,24
2017073019,0.002 ,0.3 ,0.065 ,0.015 ,40,19
2017073020,0.001 ,0.3 ,0.052 ,0.021 ,37,18
2017073021,0.001 ,0.4 ,0.038 ,0.022 ,39,19
2017073022,0.001 ,0.4 ,0.019 ,0.029 ,47,23
2017073023,0.001 ,0.4 ,0.011 ,0.030 ,45,23
2017073024,0.002 ,0.4 ,0.016 ,0.022 ,50,21
2017073101,0.001 ,0.4 ,0.003 ,0.030 ,47,26
2017073102,0.002 ,0.4 ,0.005 ,0.028 ,43,19
2017073103,0.001 ,0.4 ,0.014 ,0.015 ,44,23
2017073104,0.001 ,0.4 ,0.007 ,0.020 ,42,21
2017073105,0.002 ,0.4 ,0.010 ,0.015 ,48,25
2017073106,0.002 ,0.3 ,0.008 ,0.017 ,48,26
2017073107,0.002 ,0.3 ,0.013 ,0.016 ,48,25
2017073108,0.004 ,0.4 ,0.017 ,0.018 ,52,25
2017073109,0.006 ,0.4 ,0.021 ,0.020 ,59,34
2017073110,0.005 ,0.4 ,0.023 ,0.024 ,65,40
2017073111,0.004 ,0.5 ,0.022 ,0.030 ,66,39
2017073112,0.004 ,0.6 ,0.027 ,0.031 ,67,40
2017073113,0.004 ,0.6 ,0.038 ,0.027 ,70,47
2017073114,0.003 ,0.6 ,0.047 ,0.029 ,59,38
2017073115,0.002 ,0.6 ,0.039 ,0.035 ,56,38
2017073116,0.002 ,0.7 ,0.031 ,0.038 ,53,30
2017073117,0.001 ,0.5 ,0.026 ,0.033 ,49,30
2017073118,0.001 ,0.4 ,0.033 ,0.029 ,39,19
2017073119,0.002 ,0.3 ,0.024 ,0.028 ,35,20
2017073120,0.002 ,0.3 ,0.023 ,0.028 ,28,11
2017073121,0.002 ,0.4 ,0.010 ,0.037 ,26,12
2017073122,0.002 ,0.4 ,0.002 ,0.040 ,33,16
2017073123,0.002 ,0.4 ,0.003 ,0.036 ,35,15
2017073124,0.002 ,0.3 ,0.013 ,0.025 ,38,17
2017080101,0.002 ,0.3 ,0.005 ,0.029 ,30,19
2017080102,0.002 ,0.4 ,0.003 ,0.028 ,35,18
2017080103,0.002 ,0.4 ,0.003 ,0.026 ,39,17
2017080104,0.001 ,0.3 ,0.002 ,0.021 ,44,20
2017080105,0.001 ,0.3 ,0.005 ,0.017 ,34,18
2017080106,0.001 ,0.3 ,0.002 ,0.019 ,42,13
2017080107,0.002 ,0.3 ,0.002 ,0.020 ,39,10
2017080108,0.002 ,0.4 ,0.002 ,0.022 ,44,17
2017080109,0.002 ,0.3 ,0.007 ,0.020 ,42,22
2017080110,0.002 ,0.3 ,0.012 ,0.020 ,42,16
2017080111,0.002 ,0.3 ,0.018 ,0.020 ,38,11
2017080112,0.002 ,0.2 ,0.039 ,0.016 ,35,13
2017080113,0.002 ,0.1 ,0.052 ,0.019 ,20,10
2017080114,0.002 ,0.1 ,0.068 ,0.018 ,16,6
2017080115,0.002 ,0.1 ,0.070 ,0.016 ,19,7
2017080116,0.002 ,0.2 ,0.076 ,0.013 ,20,6
2017080117,0.001 ,0.2 ,0.068 ,0.011 ,19,4
2017080118,0.001 ,0.2 ,0.052 ,0.011 ,19,6
2017080119,0.001 ,0.2 ,0.037 ,0.016 ,17,6
2017080120,0.001 ,0.3 ,0.036 ,0.020 ,18,6
2017080121,0.002 ,0.3 ,0.034 ,0.018 ,22,8
2017080122,0.002 ,0.3 ,0.030 ,0.016 ,24,10
2017080123,0.003 ,0.3 ,0.036 ,0.014 ,23,7
2017080124,0.003 ,0.3 ,0.041 ,0.012 ,18,8
2017080201,0.004 ,0.4 ,0.039 ,0.011 ,23,7
2017080202,0.006 ,0.6 ,0.036 ,0.012 ,24,9
2017080203,0.005 ,0.5 ,0.037 ,0.011 ,32,12
2017080204,0.005 ,0.5 ,0.033 ,0.012 ,25,11
2017080205,0.005 ,0.5 ,0.028 ,0.013 ,31,16
2017080206,0.005 ,0.5 ,0.028 ,0.013 ,31,16
2017080207,0.004 ,0.5 ,0.023 ,0.016 ,30,16
2017080208,0.005 ,0.5 ,0.023 ,0.018 ,29,15
2017080209,0.004 ,0.6 ,0.026 ,0.016 ,38,18
2017080210,0.003 ,0.5 ,0.032 ,0.013 ,30,19
2017080211,0.002 ,0.4 ,0.039 ,0.013 ,41,21
2017080212,0.002 ,0.3 ,0.050 ,0.011 ,39,21
2017080213,0.002 ,0.3 ,0.060 ,0.010 ,36,22
2017080214,0.001 ,0.2 ,0.061 ,0.010 ,32,17
2017080215,0.001 ,0.2 ,0.065 ,0.012 ,17,4
2017080216,0.001 ,0.2 ,0.067 ,0.012 ,19,6
2017080217,0.001 ,0.2 ,0.061 ,0.013 ,24,6
2017080218,0.001 ,0.2 ,0.057 ,0.014 ,22,6
2017080219,0.002 ,0.2 ,0.052 ,0.017 ,21,5
2017080220,0.002 ,0.2 ,0.041 ,0.019 ,18,6
2017080221,0.002 ,0.2 ,0.037 ,0.015 ,21,6
2017080222,0.001 ,0.1 ,0.042 ,0.010 ,18,7
2017080223,0.002 ,0.1 ,0.038 ,0.011 ,16,7
2017080224,0.001 ,0.1 ,0.036 ,0.010 ,17,6
2017080301,0.002 ,0.1 ,0.033 ,0.009 ,16,4
2017080302,0.002 ,0.2 ,0.031 ,0.009 ,19,5
2017080303,0.002 ,0.1 ,0.033 ,0.007 ,18,4
2017080304,0.002 ,0.1 ,0.033 ,0.007 ,14,4
2017080305,0.002 ,0.1 ,0.029 ,0.008 ,15,3
2017080306,0.002 ,0.2 ,0.022 ,0.010 ,16,3
2017080307,0.001 ,0.2 ,0.020 ,0.014 ,19,7
2017080308,0.002 ,0.2 ,0.026 ,0.013 ,18,7
2017080309,0.002 ,0.2 ,0.026 ,0.014 ,17,5
2017080310,0.002 ,0.2 ,0.035 ,0.012 ,20,10
2017080311,0.002 ,0.1 ,0.044 ,0.011 ,27,8
2017080312,0.002 ,0.1 ,0.054 ,0.010 ,25,9
2017080313,0.001 ,0.1 ,0.061 ,0.010 ,26,9
2017080314,0.002 ,0.1 ,0.068 ,0.010 ,25,11
2017080315,0.002 ,0.2 ,0.073 ,0.011 ,22,8
2017080316,0.002 ,0.2 ,0.077 ,0.012 ,28,9
2017080317,0.003 ,0.3 ,0.076 ,0.014 ,35,11
2017080318,0.004 ,0.3 ,0.064 ,0.014 ,24,10
2017080319,0.003 ,0.3 ,0.043 ,0.017 ,29,8
2017080320,0.002 ,0.2 ,0.034 ,0.014 ,31,10
2017080321,0.002 ,0.2 ,0.031 ,0.013 ,24,12
2017080322,0.002 ,0.1 ,0.031 ,0.011 ,24,9
2017080323,0.002 ,0.1 ,0.031 ,0.011 ,22,8
2017080324,0.002 ,0.2 ,0.029 ,0.011 ,27,9
2017080401,0.002 ,0.2 ,0.031 ,0.010 ,23,10
2017080402,0.002 ,0.2 ,0.033 ,0.009 ,26,9
2017080403,0.002 ,0.1 ,0.034 ,0.008 ,23,8
2017080404,0.003 ,0.2 ,0.032 ,0.009 ,31,8
2017080405,0.002 ,0.2 ,0.032 ,0.008 ,29,12
2017080406,0.002 ,0.1 ,0.031 ,0.009 ,29,9
2017080407,0.002 ,0.2 ,0.029 ,0.012 ,27,14
2017080408,0.003 ,0.2 ,0.033 ,0.013 ,25,12
2017080409,0.003 ,0.3 ,0.038 ,0.013 ,30,12
2017080410,0.003 ,0.2 ,0.045 ,0.012 ,34,13
2017080411,,,,,34,13
2017080412,,,,,28,16
2017080413,0.002 ,0.5 ,0.082 ,0.014 ,,10
2017080414,0.002 ,0.5 ,0.092 ,0.014 ,27,11
2017080415,0.002 ,0.5 ,0.093 ,0.015 ,34,15
2017080416,0.002 ,0.5 ,0.084 ,0.018 ,32,12
2017080417,0.002 ,0.5 ,0.084 ,0.018 ,38,12
2017080418,0.004 ,0.6 ,0.087 ,0.019 ,34,13
2017080419,0.005 ,0.6 ,0.073 ,0.021 ,31,15
2017080420,0.005 ,0.7 ,0.044 ,0.024 ,34,12
2017080421,0.004 ,0.6 ,0.028 ,0.024 ,29,14
2017080422,0.005 ,0.7 ,0.023 ,0.025 ,27,9
2017080423,0.006 ,0.7 ,0.022 ,0.024 ,30,11
2017080424,0.006 ,0.7 ,0.027 ,0.020 ,30,12
2017080501,0.005 ,0.7 ,0.033 ,0.015 ,34,13
2017080502,0.005 ,0.7 ,0.031 ,0.014 ,32,14
2017080503,0.005 ,0.7 ,0.030 ,0.013 ,26,14
2017080504,0.007 ,0.8 ,0.027 ,0.014 ,29,15
2017080505,0.008 ,0.9 ,0.022 ,0.016 ,30,15
2017080506,0.009 ,0.9 ,0.020 ,0.018 ,35,18
2017080507,0.007 ,0.8 ,0.023 ,0.018 ,34,14
2017080508,0.005 ,0.7 ,0.024 ,0.019 ,35,17
2017080509,0.003 ,0.6 ,0.034 ,0.017 ,36,16
2017080510,0.002 ,0.5 ,0.044 ,0.014 ,24,7
2017080511,0.002 ,0.4 ,0.055 ,0.012 ,25,7
2017080512,0.002 ,0.4 ,0.070 ,0.011 ,20,6
2017080513,0.002 ,0.4 ,0.069 ,0.011 ,24,8
2017080514,0.001 ,0.4 ,0.070 ,0.011 ,25,7
2017080515,0.002 ,0.5 ,0.073 ,0.013 ,23,6
2017080516,0.003 ,0.5 ,0.084 ,0.014 ,20,7
2017080517,0.004 ,0.6 ,0.096 ,0.014 ,31,11
2017080518,0.003 ,0.6 ,0.081 ,0.015 ,32,9
2017080519,0.002 ,0.5 ,0.054 ,0.015 ,27,11
2017080520,0.004 ,0.5 ,0.042 ,0.016 ,21,6
2017080521,0.003 ,0.6 ,0.036 ,0.017 ,24,8
2017080522,0.003 ,0.6 ,0.030 ,0.018 ,24,12
2017080523,0.003 ,0.6 ,0.029 ,0.016 ,30,14
2017080524,0.003 ,0.6 ,0.026 ,0.015 ,31,13
2017080601,0.003 ,0.6 ,0.028 ,0.013 ,30,14
2017080602,0.003 ,0.6 ,0.030 ,0.010 ,34,13
2017080603,0.003 ,0.5 ,0.029 ,0.010 ,29,13
2017080604,0.003 ,0.4 ,0.030 ,0.008 ,25,12
2017080605,0.002 ,0.4 ,0.028 ,0.008 ,21,12
2017080606,0.002 ,0.4 ,0.027 ,0.009 ,21,14
2017080607,0.003 ,0.4 ,0.024 ,0.011 ,25,11
2017080608,0.004 ,0.5 ,0.020 ,0.013 ,26,10
2017080609,0.006 ,0.7 ,0.025 ,0.014 ,29,13
2017080610,0.007 ,0.8 ,0.034 ,0.014 ,28,14
2017080611,0.004 ,0.6 ,0.040 ,0.011 ,26,15
2017080612,0.002 ,0.4 ,0.051 ,0.009 ,21,12
2017080613,0.002 ,0.4 ,0.058 ,0.009 ,19,7
2017080614,0.002 ,0.4 ,0.062 ,0.010 ,19,7
2017080615,0.002 ,0.4 ,0.069 ,0.012 ,18,7
2017080616,0.002 ,0.4 ,0.073 ,0.012 ,26,6
2017080617,0.002 ,0.4 ,0.069 ,0.013 ,18,10
2017080618,0.002 ,0.4 ,0.058 ,0.014 ,18,10
2017080619,0.005 ,0.6 ,0.063 ,0.018 ,19,8
2017080620,0.007 ,0.7 ,0.039 ,0.020 ,28,10
2017080621,0.006 ,0.6 ,0.026 ,0.019 ,25,9
2017080622,0.008 ,0.7 ,0.018 ,0.021 ,23,7
2017080623,0.008 ,0.8 ,0.013 ,0.022 ,22,7
2017080624,0.010 ,1.0 ,0.011 ,0.023 ,22,6
2017080701,0.009 ,0.8 ,0.016 ,0.021 ,22,5
2017080702,0.001 ,0.3 ,0.038 ,0.008 ,19,5
2017080703,0.001 ,0.3 ,0.040 ,0.007 ,12,4
2017080704,0.001 ,0.3 ,0.039 ,0.009 ,11,3
2017080705,0.001 ,0.3 ,0.029 ,0.013 ,16,2
2017080706,0.003 ,0.3 ,0.011 ,0.026 ,10,1
2017080707,0.002 ,0.3 ,0.020 ,0.020 ,11,2
2017080708,0.003 ,0.3 ,0.021 ,0.024 ,17,5
2017080709,0.002 ,0.4 ,0.039 ,0.018 ,18,6
2017080710,0.002 ,0.4 ,0.050 ,0.016 ,24,7
2017080711,0.002 ,0.4 ,0.062 ,0.013 ,23,9
2017080712,0.002 ,0.4 ,0.063 ,0.015 ,23,8
2017080713,0.001 ,0.4 ,0.068 ,0.012 ,26,11
2017080714,0.002 ,0.4 ,0.074 ,0.014 ,28,12
2017080715,0.002 ,0.4 ,0.082 ,0.013 ,47,12
2017080716,0.002 ,0.5 ,0.089 ,0.015 ,32,17
2017080717,0.002 ,0.5 ,0.094 ,0.015 ,38,18
2017080718,0.002 ,0.5 ,0.099 ,0.018 ,41,21
2017080719,0.001 ,0.5 ,0.099 ,0.021 ,38,20
2017080720,0.001 ,0.5 ,0.096 ,0.020 ,37,21
2017080721,0.002 ,0.5 ,0.085 ,0.020 ,38,19
2017080722,0.002 ,0.5 ,0.068 ,0.026 ,44,19
2017080723,0.003 ,0.5 ,0.050 ,0.033 ,39,19
2017080724,0.002 ,0.5 ,0.061 ,0.018 ,45,24
2017080801,0.001 ,0.4 ,0.058 ,0.017 ,42,20
2017080802,0.003 ,0.4 ,0.050 ,0.022 ,40,21
2017080803,0.001 ,0.4 ,0.063 ,0.012 ,41,18
2017080804,0.002 ,0.4 ,0.056 ,0.014 ,33,17
2017080805,0.001 ,0.4 ,0.047 ,0.018 ,38,23
2017080806,0.002 ,0.4 ,0.040 ,0.019 ,38,20
2017080807,0.002 ,0.4 ,0.032 ,0.022 ,41,20
2017080808,0.003 ,0.4 ,0.031 ,0.032 ,49,27
2017080809,0.002 ,0.4 ,0.058 ,0.022 ,47,20
2017080810,0.002 ,0.5 ,0.063 ,0.021 ,49,22
2017080811,0.001 ,0.4 ,0.074 ,0.015 ,43,23
2017080812,0.001 ,0.4 ,0.087 ,0.015 ,38,18
2017080813,0.002 ,0.4 ,0.083 ,0.012 ,39,22
2017080814,0.001 ,0.4 ,0.086 ,0.012 ,36,15
2017080815,0.001 ,0.4 ,0.087 ,0.014 ,27,13
2017080816,0.001 ,0.4 ,0.084 ,0.016 ,33,13
2017080817,0.001 ,0.4 ,0.072 ,0.017 ,35,15
2017080818,0.001 ,0.4 ,0.064 ,0.016 ,30,13
2017080819,0.001 ,0.4 ,0.066 ,0.019 ,25,9
2017080820,0.001 ,0.3 ,0.061 ,0.018 ,26,12
2017080821,0.001 ,0.4 ,0.053 ,0.019 ,26,12
2017080822,0.001 ,0.4 ,0.050 ,0.018 ,29,13
2017080823,0.002 ,0.4 ,0.052 ,0.021 ,29,13
2017080824,0.003 ,0.5 ,0.067 ,0.018 ,30,16
2017080901,0.004 ,0.6 ,0.075 ,0.013 ,44,25
2017080902,0.003 ,0.5 ,0.056 ,0.016 ,44,22
2017080903,0.004 ,0.6 ,0.061 ,0.014 ,42,23
2017080904,0.004 ,0.6 ,0.071 ,0.011 ,46,23
2017080905,0.003 ,0.6 ,0.049 ,0.013 ,48,28
2017080906,0.002 ,0.5 ,0.029 ,0.020 ,44,23
2017080907,0.002 ,0.5 ,0.021 ,0.026 ,41,25
2017080908,0.002 ,0.5 ,0.023 ,0.027 ,45,26
2017080909,0.002 ,0.6 ,0.032 ,0.027 ,51,27
2017080910,0.002 ,0.6 ,0.035 ,0.029 ,42,25
2017080911,0.003 ,0.7 ,0.070 ,0.017 ,46,24
2017080912,0.004 ,0.7 ,0.079 ,0.017 ,42,21
2017080913,0.003 ,0.7 ,0.090 ,0.014 ,46,24
2017080914,0.002 ,0.7 ,0.037 ,0.034 ,49,26
2017080915,0.002 ,0.6 ,0.028 ,0.041 ,41,25
2017080916,0.002 ,0.6 ,0.043 ,0.033 ,49,30
2017080917,0.002 ,0.7 ,0.045 ,0.036 ,51,27
2017080918,0.002 ,0.6 ,0.064 ,0.021 ,52,28
2017080919,0.003 ,0.6 ,0.049 ,0.021 ,46,26
2017080920,0.001 ,0.5 ,0.050 ,0.018 ,33,15
2017080921,0.001 ,0.5 ,0.055 ,0.014 ,24,7
2017080922,0.001 ,0.4 ,0.056 ,0.012 ,20,8
2017080923,0.001 ,0.5 ,0.050 ,0.012 ,14,6
2017080924,0.002 ,0.6 ,0.049 ,0.012 ,23,11
2017081001,0.002 ,0.6 ,0.048 ,0.012 ,34,19
2017081002,0.001 ,0.4 ,0.061 ,0.006 ,29,18
2017081003,0.001 ,0.4 ,0.064 ,0.006 ,16,8
2017081004,0.001 ,0.4 ,0.059 ,0.006 ,13,8
2017081005,0.001 ,0.3 ,0.048 ,0.006 ,17,9
2017081006,0.001 ,0.3 ,0.039 ,0.008 ,9,5
2017081007,0.001 ,0.3 ,0.029 ,0.015 ,10,1
2017081008,0.001 ,0.4 ,0.018 ,0.023 ,9,1
2017081009,0.001 ,0.4 ,0.010 ,0.031 ,8,2
2017081010,0.001 ,0.4 ,0.015 ,0.025 ,21,5
2017081011,0.001 ,0.4 ,0.023 ,0.022 ,16,5
2017081012,0.001 ,0.4 ,0.025 ,0.023 ,11,6
2017081013,,,,,12,4
2017081014,,,,,18,4
2017081015,0.002 ,0.5 ,0.027 ,0.022 ,15,2
2017081016,0.002 ,0.5 ,0.027 ,0.022 ,9,1
2017081017,0.002 ,0.4 ,0.030 ,0.018 ,13,1
2017081018,0.002 ,0.4 ,0.023 ,0.017 ,12,1
2017081019,0.002 ,0.4 ,0.018 ,0.018 ,11,1
2017081020,0.002 ,0.5 ,0.010 ,0.023 ,12,1
2017081021,0.002 ,0.4 ,0.015 ,0.018 ,17,2
2017081022,0.002 ,0.4 ,0.015 ,0.015 ,15,6
2017081023,0.002 ,0.4 ,0.018 ,0.015 ,15,7
2017081024,0.002 ,0.4 ,0.015 ,0.016 ,13,5
2017081101,0.002 ,0.3 ,0.020 ,0.012 ,11,2
2017081102,0.002 ,0.3 ,0.019 ,0.012 ,17,3
2017081103,0.002 ,0.3 ,0.014 ,0.015 ,9,3
2017081104,0.001 ,0.3 ,0.014 ,0.014 ,9,4
2017081105,0.002 ,0.4 ,0.006 ,0.018 ,11,3
2017081106,0.002 ,0.3 ,0.006 ,0.018 ,14,1
2017081107,0.002 ,0.4 ,0.004 ,0.017 ,17,2
2017081108,0.002 ,0.3 ,0.009 ,0.017 ,23,3
2017081109,0.002 ,0.3 ,0.011 ,0.016 ,14,2
2017081110,0.002 ,0.4 ,0.022 ,0.016 ,21,3
2017081111,0.002 ,0.3 ,0.026 ,0.019 ,21,6
2017081112,0.002 ,0.4 ,0.033 ,0.018 ,21,6
2017081113,0.002 ,0.3 ,0.047 ,0.011 ,21,7
2017081114,0.002 ,0.3 ,0.060 ,0.011 ,17,5
2017081115,0.002 ,0.4 ,0.064 ,0.013 ,19,3
2017081116,0.002 ,0.4 ,0.042 ,0.015 ,19,4
2017081117,0.002 ,0.4 ,0.033 ,0.016 ,25,4
2017081118,0.002 ,0.3 ,0.035 ,0.015 ,16,4
2017081119,0.002 ,0.4 ,0.029 ,0.018 ,11,3
2017081120,0.002 ,0.3 ,0.023 ,0.016 ,23,2
2017081121,0.002 ,0.3 ,0.020 ,0.015 ,22,4
2017081122,0.003 ,0.3 ,0.019 ,0.014 ,24,6
2017081123,0.002 ,0.3 ,0.018 ,0.015 ,20,7
2017081124,0.002 ,0.3 ,0.020 ,0.013 ,20,7
2017081201,0.002 ,0.3 ,0.018 ,0.014 ,20,10
2017081202,0.003 ,0.3 ,0.015 ,0.014 ,24,6
2017081203,0.003 ,0.3 ,0.011 ,0.015 ,25,8
2017081204,0.003 ,0.3 ,0.016 ,0.012 ,22,6
2017081205,0.006 ,0.3 ,0.015 ,0.011 ,20,4
2017081206,0.002 ,0.3 ,0.002 ,0.016 ,27,5
2017081207,0.003 ,0.3 ,0.003 ,0.016 ,25,9
2017081208,0.003 ,0.3 ,0.009 ,0.015 ,30,8
2017081209,0.003 ,0.3 ,0.015 ,0.015 ,32,10
2017081210,0.002 ,0.3 ,0.025 ,0.011 ,26,10
2017081211,0.002 ,0.3 ,0.034 ,0.010 ,20,6
2017081212,0.002 ,0.3 ,0.041 ,0.011 ,19,4
2017081213,0.002 ,0.3 ,0.047 ,0.011 ,20,4
2017081214,0.002 ,0.3 ,0.047 ,0.011 ,12,4
2017081215,0.002 ,0.3 ,0.044 ,0.011 ,15,4
2017081216,0.002 ,0.3 ,0.044 ,0.012 ,17,2
2017081217,0.002 ,0.3 ,0.036 ,0.014 ,15,3
2017081218,0.002 ,0.3 ,0.028 ,0.015 ,17,4
2017081219,0.002 ,0.3 ,0.021 ,0.013 ,22,2
2017081220,0.002 ,0.3 ,0.018 ,0.011 ,17,2
2017081221,0.002 ,0.2 ,0.018 ,0.010 ,14,2
2017081222,0.002 ,0.2 ,0.017 ,0.010 ,15,3
2017081223,0.003 ,0.3 ,0.015 ,0.012 ,17,6
2017081224,0.004 ,0.3 ,0.017 ,0.011 ,15,6
2017081301,0.005 ,0.3 ,0.018 ,0.009 ,15,3
2017081302,0.004 ,0.3 ,0.019 ,0.008 ,19,1
2017081303,0.003 ,0.3 ,0.018 ,0.008 ,17,3
2017081304,0.003 ,0.3 ,0.016 ,0.009 ,17,2
2017081305,0.003 ,0.3 ,0.012 ,0.011 ,15,1
2017081306,0.002 ,0.3 ,0.003 ,0.015 ,13,1
2017081307,0.002 ,0.3 ,0.003 ,0.015 ,18,4
2017081308,0.002 ,0.3 ,0.009 ,0.013 ,17,4
2017081309,0.002 ,0.4 ,0.014 ,0.013 ,18,6
2017081310,0.002 ,0.2 ,0.022 ,0.008 ,16,5
2017081311,0.002 ,0.2 ,0.024 ,0.009 ,17,2
2017081312,0.002 ,0.2 ,0.028 ,0.008 ,18,1
2017081313,0.002 ,0.2 ,0.031 ,0.008 ,15,2
2017081314,0.002 ,0.2 ,0.033 ,0.009 ,16,1
2017081315,0.002 ,0.2 ,0.028 ,0.009 ,14,2
2017081316,0.002 ,0.2 ,0.027 ,0.010 ,14,3
2017081317,0.002 ,0.3 ,0.025 ,0.010 ,16,2
2017081318,0.002 ,0.3 ,0.023 ,0.010 ,13,1
2017081319,0.002 ,0.3 ,0.021 ,0.010 ,14,1
2017081320,0.002 ,0.3 ,0.019 ,0.011 ,18,7
2017081321,0.003 ,0.3 ,0.018 ,0.011 ,19,7
2017081322,0.003 ,0.3 ,0.017 ,0.010 ,13,4
2017081323,0.004 ,0.3 ,0.017 ,0.010 ,14,1
2017081324,0.003 ,0.3 ,0.018 ,0.009 ,12,1
2017081401,0.003 ,0.2 ,0.020 ,0.007 ,13,2
2017081402,0.004 ,0.2 ,0.020 ,0.007 ,10,3
2017081403,0.003 ,0.3 ,0.022 ,0.006 ,11,2
2017081404,0.002 ,0.3 ,0.019 ,0.007 ,6,1
2017081405,0.002 ,0.3 ,0.024 ,0.007 ,8,1
2017081406,0.002 ,0.3 ,0.023 ,0.008 ,6,1
2017081407,0.002 ,0.3 ,0.022 ,0.009 ,6,1
2017081408,0.003 ,0.4 ,0.012 ,0.016 ,5,1
2017081409,0.002 ,0.4 ,0.020 ,0.018 ,9,1
2017081410,0.003 ,0.5 ,0.007 ,0.025 ,8,3
2017081411,0.002 ,0.4 ,0.015 ,0.024 ,13,1
2017081412,0.002 ,0.4 ,0.019 ,0.023 ,11,1
2017081413,0.002 ,0.4 ,0.029 ,0.015 ,12,1
2017081414,0.004 ,0.5 ,0.032 ,0.015 ,9,1
2017081415,0.004 ,0.5 ,0.028 ,0.018 ,8,1
2017081416,0.004 ,0.5 ,0.024 ,0.018 ,14,3
2017081417,0.003 ,0.5 ,0.023 ,0.018 ,16,3
2017081418,0.003 ,0.4 ,0.020 ,0.020 ,16,7
2017081419,0.003 ,0.4 ,0.017 ,0.019 ,17,6
2017081420,0.003 ,0.4 ,0.018 ,0.015 ,12,2
2017081421,0.003 ,0.3 ,0.016 ,0.015 ,10,1
2017081422,0.003 ,0.3 ,0.014 ,0.016 ,13,3
2017081423,0.004 ,0.4 ,0.011 ,0.017 ,13,4
2017081424,0.003 ,0.4 ,0.006 ,0.023 ,19,6
2017081501,0.004 ,0.4 ,0.016 ,0.013 ,11,5
2017081502,0.004 ,0.4 ,0.011 ,0.014 ,20,5
2017081503,0.003 ,0.4 ,0.004 ,0.019 ,14,4
2017081504,0.003 ,0.4 ,0.005 ,0.016 ,16,1
2017081505,0.003 ,0.3 ,0.005 ,0.015 ,16,5
2017081506,0.003 ,0.3 ,0.005 ,0.015 ,13,4
2017081507,0.003 ,0.3 ,0.005 ,0.015 ,15,3
2017081508,0.003 ,0.3 ,0.007 ,0.016 ,12,5
2017081509,0.003 ,0.3 ,0.014 ,0.013 ,12,4
2017081510,0.003 ,0.4 ,0.014 ,0.014 ,11,1
2017081511,0.004 ,0.4 ,0.015 ,0.015 ,14,1
2017081512,0.003 ,0.4 ,0.015 ,0.017 ,18,3
2017081513,0.003 ,0.4 ,0.019 ,0.015 ,16,4
2017081514,0.003 ,0.4 ,0.015 ,0.019 ,11,4
2017081515,0.003 ,0.4 ,0.020 ,0.016 ,18,7
2017081516,0.003 ,0.4 ,0.021 ,0.014 ,15,5
2017081517,0.003 ,0.4 ,0.016 ,0.017 ,14,3
2017081518,0.003 ,0.4 ,0.017 ,0.015 ,11,1
2017081519,0.003 ,0.4 ,0.014 ,0.016 ,10,2
2017081520,0.003 ,0.4 ,0.014 ,0.015 ,16,2
2017081521,0.003 ,0.4 ,0.012 ,0.016 ,16,4
2017081522,0.004 ,0.4 ,0.009 ,0.018 ,16,5
2017081523,0.004 ,0.4 ,0.009 ,0.017 ,15,4
2017081524,0.004 ,0.4 ,0.010 ,0.015 ,15,10
2017081601,0.003 ,0.4 ,0.017 ,0.010 ,18,7
2017081602,0.003 ,0.4 ,0.018 ,0.008 ,16,3
2017081603,0.004 ,0.3 ,0.019 ,0.008 ,19,7
2017081604,0.004 ,0.3 ,0.015 ,0.010 ,15,4
2017081605,0.003 ,0.3 ,0.014 ,0.010 ,8,1
2017081606,0.003 ,0.3 ,0.016 ,0.010 ,5,2
2017081607,0.003 ,0.3 ,0.010 ,0.015 ,4,1
2017081608,0.003 ,0.3 ,0.006 ,0.019 ,3,1
2017081609,0.004 ,0.4 ,0.003 ,0.020 ,21,1
2017081610,0.004 ,0.4 ,0.010 ,0.017 ,22,4
2017081611,0.003 ,0.3 ,0.012 ,0.016 ,14,4
2017081612,0.003 ,0.3 ,0.015 ,0.016 ,13,4
2017081613,0.003 ,0.3 ,0.027 ,0.011 ,16,3
2017081614,0.003 ,0.3 ,0.029 ,0.014 ,11,2
2017081615,0.004 ,0.3 ,0.034 ,0.016 ,14,4
2017081616,0.004 ,0.4 ,0.045 ,0.013 ,17,4
2017081617,0.004 ,0.4 ,0.039 ,0.014 ,17,2
2017081618,0.004 ,0.3 ,0.028 ,0.014 ,12,2
2017081619,0.004 ,0.4 ,0.020 ,0.015 ,12,1
2017081620,0.004 ,0.3 ,0.017 ,0.014 ,11,1
2017081621,0.004 ,0.3 ,0.020 ,0.010 ,14,1
2017081622,0.004 ,0.3 ,0.019 ,0.011 ,9,1
2017081623,0.004 ,0.3 ,0.021 ,0.009 ,14,1
2017081624,0.003 ,0.3 ,0.023 ,0.007 ,18,1
2017081701,0.003 ,0.3 ,0.025 ,0.005 ,8,1
2017081702,0.003 ,0.3 ,0.025 ,0.005 ,9,1
2017081703,0.004 ,0.2 ,0.024 ,0.006 ,7,1
2017081704,0.004 ,0.2 ,0.025 ,0.005 ,7,1
2017081705,0.004 ,0.2 ,0.023 ,0.006 ,14,1
2017081706,0.004 ,0.3 ,0.020 ,0.008 ,14,2
2017081707,0.004 ,0.4 ,0.015 ,0.012 ,,3
2017081708,0.005 ,0.4 ,0.012 ,0.016 ,24,5
2017081709,0.004 ,0.4 ,0.014 ,0.015 ,21,8
2017081710,0.004 ,0.4 ,0.017 ,0.014 ,25,6
